41.1947	37.3432	43.9346	45.8606	15.007	97.1961	76.7334	58.9697	99.0242	43.5077	52.3328	77.6603	21.584	110.267	106.304	11.7808	94.6927	13.8619	14.5429	83.2834	60.1172	98.4959	49.4371	95.9271	45.2882	7.71948	14.4536	67.9525	117.253	13.6584	73.8546	47.2344	91.641	25.4481	21.009	5.11004	57.6423	33.3527	97.9988	41.599	
7.54981	58.8624	32.178	18.0257	13.5314	30.8673	32.8663	54.8048	51.7352	60.3048	16.9838	89.3504	0.122659	15.1762	37.2577	103.836	103.032	71.5585	26.1804	7.72405	106.15	3.21765	14.7529	51.6756	61.7683	53.2921	33.7077	76.0062	0.261627	88.8295	94.7777	112.771	59.3514	87.1871	93.513	37.2409	64.5472	100.627	90.5378	78.9981	
62.312	82.412	2.21113	103.76	78.2139	84.9382	25.4041	119.846	77.8551	113.519	28.2037	67.868	108.082	106.224	14.6516	109.496	11.0004	43.8006	95.4693	66.6092	51.5248	65.3319	34.4952	71.3557	79.8544	82.5753	117.719	6.81	90.1409	34.9114	114.586	43.8188	43.0996	116.169	68.4805	87.097	6.25207	117.163	98.7016	95.3599	
68.8236	7.05857	105.278	106.854	92.351	4.92014	51.5402	100.257	19.6289	7.96819	13.033	58.032	99.3708	65.9569	60.9144	52.5165	18.0858	75.5142	14.0115	107.138	84.0357	36.855	109.084	53.8876	96.084	86.0086	66.5851	81.9606	93.9612	45.9876	98.3621	91.1405	35.5992	51.4925	82.6571	44.3464	8.27702	3.7004	103.109	115	
39.2013	110.927	82.6966	84.5342	23.0762	95.3851	108.501	15.1055	29.501	49.0233	87.1803	13.1625	34.2044	83.3072	74.85	110.126	107.78	50.2837	30.935	76.0411	98.3626	94.9096	86.8728	32.0307	27.9734	76.1983	6.02756	12.8733	5.33128	118.93	60.5721	59.0233	94.3316	59.3371	108.257	74.7695	26.6189	82.8222	114.15	89.5141	
79.8269	47.4492	20.7801	24.5599	40.853	40.0704	20.2502	88.7876	115.857	89.7172	108.406	82.2626	114.729	64.3066	57.0873	70.08	108.096	58.5093	10.9663	34.1424	43.2599	64.7939	11.0891	87.1416	38.2943	68.1928	118.927	42.3155	57.1438	66.253	31.7447	21.5014	62.0849	43.4586	103.433	106.091	81.3411	54.9299	28.4974	84.3684	
117.115	118.962	70.6232	49.438	73.1687	108.659	107.479	109.16	96.9865	118.116	22.3649	94.2416	64.6138	33.7182	47.2004	64.8845	38.3129	22.0959	72.5723	42.686	114.592	114.229	5.13777	69.0374	34.3351	86.2598	52.1259	66.5939	39.1183	90.6271	56.6301	47.3775	99.359	65.2309	96.2124	35.0442	96.4557	116.589	46.0978	57.5003	
63.1164	63.2323	10.2352	67.9538	87.8588	99.7801	69.9367	99.2557	23.613	33.2722	113.973	118.73	3.8433	53.3835	112.884	63.3269	112.481	61.7841	58.7921	104.632	69.4689	109.905	84.5704	27.2067	60.5831	81.9859	78.9843	112.001	25.6863	46.2058	109.493	94.5004	119.278	44.6143	46.8486	4.27068	1.74274	9.97115	69.1037	97.5839	
6.92885	66.429	74.0712	47.4148	21.9062	74.2032	33.1311	52.4168	27.6605	117.352	86.8118	95.9593	36.6792	9.39258	27.8325	32.7162	65.4297	84.0143	80.3559	61.6329	112.945	81.5977	18.6017	112.214	2.01235	119.19	47.332	85.6344	7.09152	81.8985	21.8042	72.7927	65.3242	44.2754	23.8985	20.3369	41.3426	16.4425	107.244	11.4628	
1.88997	94.8358	67.2444	82.4412	103.397	115.051	73.5952	36.5109	35.3115	30.7775	115.647	44.9886	22.3519	38.1469	20.7792	117.671	20.7152	63.343	64.9931	14.7133	60.2603	62.5504	53.6224	20.45	64.9011	13.0891	59.0883	61.6785	95.9337	41.8586	105.729	27.307	102.443	112.055	85.8623	108.174	64.0227	80.4931	108.115	39.8489	
116.975	30.2065	119.186	8.37675	109.726	66.5212	47.4599	107.301	111.682	8.08545	31.7712	31.972	65.1658	51.1327	56.1813	63.5328	78.0396	84.3585	35.8363	38.1262	3.69883	55.8146	39.9683	18.7571	23.0048	68.5363	118.682	61.4982	96.378	79.6113	77.0745	93.3442	31.305	30.7191	100.666	97.7412	69.473	48.0572	86.0639	67.8998	
26.7785	112.107	30.3727	108.011	28.0422	107.287	11.7917	13.9615	90.2308	78.5311	111.671	102.172	7.87674	94.5173	89.4225	33.0944	73.2934	45.5374	75.8751	84.7224	96.9436	105.636	65.3742	16.8736	50.1634	111.023	117.53	25.7163	35.4104	91.0219	16.4171	67.3413	101.734	107.25	111.861	113.56	60.8546	115.41	81.163	94.6551	
0.553559	66.3571	52.0231	118.28	96.1046	103.633	37.7233	50.9439	17.8728	84.447	79.3461	113.122	70.4266	73.7887	17.8223	13.2899	53.6034	85.0676	72.8677	9.79209	17.5106	64.0655	87.4288	82.6389	96.7987	56.6929	25.924	48.617	93.1353	38.6718	80.3803	89.6621	86.9671	72.9548	21.833	1.50086	51.3519	109.881	51.4891	2.35421	
112.092	75.5598	10.9908	14.8593	21.1562	116.915	53.5655	94.8848	110.852	24.2382	81.2907	59.1707	104.38	97.903	72.5657	79.7906	89.7563	110.523	85.3572	69.3124	43.0736	103.901	21.6026	36.3551	0.980799	30.5233	116.752	33.5195	12.5029	89.5456	76.5817	37.375	6.07602	17.9328	3.9523	101.049	8.23636	114.094	38.8933	72.5012	
8.79128	95.1327	19.9672	99.6941	106.219	23.4877	102.114	12.6527	82.3026	14.5188	31.9399	56.2374	55.8316	99.8349	24.4455	84.5344	27.6822	95.0752	81.1884	41.2285	103.533	84.088	25.8588	100.497	67.1652	61.9529	103.136	54.5063	96.819	30.4697	69.1281	12.1596	118.375	86.9732	82.355	79.4199	49.053	92.9651	69.1576	74.9561	
18.0544	46.5188	3.4484	94.9741	14.3995	54.5515	14.5675	103.7	81.3442	25.6417	100.489	85.2897	65.128	57.6129	109.156	69.7385	106.672	94.0027	56.6911	108.869	46.1563	93.686	91.5058	93.3968	78.1056	88.538	69.788	83.6129	65.8641	92.9119	11.5832	83.9413	27.147	80.7928	21.2307	14.7649	15.7426	112.795	93.2814	4.40276	
