46.8209	81.4155	41.3052	48.9309	27.198	98.0277	126.243	40.4982	114.137	135.163	26.5338	34.9269	41.2854	44.5849	69.9446	2.97134	119.826	121.895	68.4348	10.4762	49.9152	33.8708	0.548824	145.342	88.6889	29.645	120.724	139.205	124.963	102.519	101.353	118.374	6.3488	18.5746	30.0633	133.754	11.438	64.7305	133.33	131.9	
38.9334	47.4117	46.8204	76.0519	81.3654	91.9473	58.6849	110.144	123.834	142.465	30.3563	90.5234	100.518	87.5322	5.46088	54.9512	52.1191	8.73217	113.824	80.1387	61.333	15.9892	17.5562	15.6037	116.427	145.188	107.415	148.131	7.09481	119.463	77.9995	64.158	134.31	93.7877	72.0216	68.3046	131.323	146.599	135.937	133.247	
108.193	6.40148	64.1337	83.7234	16.3351	53.0351	2.6745	55.8183	132.112	19.2171	106.642	84.8348	72.6028	6.18713	122.224	62.5295	10.4693	95.9684	104.321	65.0643	138.211	71.5068	108.743	136.771	139.078	97.2018	1.38679	84.1758	45.8564	131.242	131.603	15.4407	126.78	4.22	140.322	129.903	67.8174	44.8399	70.6037	32.9225	
55.2402	149.782	8.4723	46.0773	14.2282	80.1904	37.9631	47.3891	19.8559	141.115	65.6763	99.1884	80.0097	85.8076	53.5722	99.7952	129.22	97.6032	71.6302	31.8103	98.5353	80.1494	20.8429	28.9838	144.098	11.4537	82.8825	97.2905	47.3347	122.282	99.2907	128.103	30.3187	13.4442	115.694	85.6006	106.342	26.4133	99.6811	142.74	
70.4178	76.4181	45.2851	64.0787	99.4144	109.968	8.80236	44.1708	130.683	129.154	58.5792	132.253	114.299	115.331	57.809	42.7057	121.645	109.193	73.6149	9.55902	123.075	70.7054	134.793	72.2296	88.0344	73.6135	109.896	68.4975	2.88517	129.628	55.5955	82.6221	0.930055	17.2732	122.323	43.8551	146.091	114.35	90.8295	12.3129	
76.7084	37.4266	112.642	86.4672	36.6019	33.6204	31.8987	10.23	0.524925	7.74858	79.6982	131.117	132.633	132.645	72.383	115.005	104.271	125.902	125.561	70.0126	73.9317	23.4879	59.3198	100.09	45.7784	120.156	85.032	16.4469	21.4763	30.3353	3.41091	85.3171	81.6514	105.196	61.2319	81.4713	88.6544	14.721	82.8938	18.583	
75.4915	106.219	68.155	33.78	61.7737	48.8189	60.948	143.604	74.5157	78.3677	118.16	41.5978	112.776	24.7775	34.1215	12.2267	44.4239	12.5347	146.78	18.2398	141.961	138.375	41.752	98.5305	104.963	4.97297	103.176	35.3097	122.574	27.9762	26.2023	79.6205	113.72	92.7983	101.972	136.615	61.5194	30.0109	60.2767	110.162	
39.5054	101.302	46.6328	86.8556	51.5474	94.726	38.405	32.2468	18.6038	8.91913	108.501	103.187	14.959	23.9726	99.7751	90.2125	109.383	31.9952	110.28	58.2569	104.492	94.6896	116.188	74.9463	82.3234	35.0489	49.4679	72.3995	71.5585	3.11442	132.027	58.4587	84.2535	59.631	113.193	84.3118	135.051	59.1431	13.0603	67.3622	
13.1619	80.3291	24.8511	131.503	74.7539	27.4984	94.6722	79.8616	50.6721	132.529	79.8491	54.3271	146.425	46.7932	82.4219	47.2675	115.015	0.899638	33.4522	147.583	137.481	11.5229	16.8364	125.785	139.581	78.8403	66.6625	145.38	120.747	131.654	72.0912	130.126	2.56907	78.7061	61.3752	42.8701	72.3099	143.614	98.941	67.227	
109.58	98.343	8.38102	149.245	45.7406	123.905	1.70645	65.3367	135.735	138.137	115.524	77.5181	10.6609	146.345	57.0546	14.9152	71.0535	90.4918	112.435	69.8818	140.259	127.457	114.487	14.4986	82.8179	39.2458	85.6287	114.298	117.794	48.0423	11.4533	145.546	98.1354	133.851	100.326	111.335	52.7977	123.336	12.6276	36.8705	
